"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0675,-0.0245,0.2909,0.0852,-0.2717,-0.3239,-0.3023,0.2474,0.2832,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0675,1,0.3538,-0.0522,0.2505,-0.2586,-0.233,-0.218,0.1886,0.0347,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0245,0.3538,1,0.2907,0.3893,-0.4635,-0.3551,-0.3229,0.2297,0.1875,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2909,-0.0522,0.2907,1,0.5184,-0.4323,-0.3562,-0.3285,0.1752,0.1913,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0852,0.2505,0.3893,0.5184,1,-0.29,-0.2713,-0.3065,0.1216,0.3633,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2717,-0.2586,-0.4635,-0.4323,-0.29,1,0.6687,0.5983,-0.3379,-0.264,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3239,-0.233,-0.3551,-0.3562,-0.2713,0.6687,1,0.5907,-0.3167,-0.1149,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3023,-0.218,-0.3229,-0.3285,-0.3065,0.5983,0.5907,1,-0.3705,-0.2365,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2474,0.1886,0.2297,0.1752,0.1216,-0.3379,-0.3167,-0.3705,1,0.4774,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2832,0.0347,0.1875,0.1913,0.3633,-0.264,-0.1149,-0.2365,0.4774,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9955,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8036,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7862,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5915,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6916,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3079,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8157,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7896,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8301
