"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0
"E_EnerLev",0,0.0868,0,0,0,0,0,0,0,0.5807,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1723,0,0,0,0,0,0,0.379,0,0,0,0,0,0,0,0,0.3423
"A_Rspct",0,0,0,-0.0786,-0.2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376
"N_Depr",0,0,0,0,-0.0666,0,0,0,0,0,0,0,0,0,0.5728,0,0,0,0
"N_Anxty",0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1177,0,0,0,0,0,0,0,0.4392,0,-0.3211,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1049,0,0,0,0,0,0,0,0,0,0.5403,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0453,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
