"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9544,-0.1689,0.1474,0.1412,-0.3205,0.0278,0.2246,0.0521,-0.1064,-0.0046,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1689,0.9895,0.3589,0.1691,0.0807,-0.159,-0.0942,0.1903,0.0364,0.187,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1474,0.3589,0.9988,0.2102,0.0039,-0.1357,0.0784,0.0385,0.2007,0.3201,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1412,0.1691,0.2102,0.999,0.1722,-0.0555,-0.1684,-0.0499,-0.0648,0.2326,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3205,0.0807,0.0039,0.1722,0.9958,-0.3412,-0.3268,-0.3675,0.1324,0.1478,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0278,-0.159,-0.1357,-0.0555,-0.3412,0.9658,0.5084,0.5088,-0.0524,-0.1952,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2246,-0.0942,0.0784,-0.1684,-0.3268,0.5084,0.9753,0.3694,0.0514,-0.0717,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0521,0.1903,0.0385,-0.0499,-0.3675,0.5088,0.3694,0.9923,-0.2001,-0.1606,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1064,0.0364,0.2007,-0.0648,0.1324,-0.0524,0.0514,-0.2001,0.9684,0.3767,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0046,0.187,0.3201,0.2326,0.1478,-0.1952,-0.0717,-0.1606,0.3767,0.9961,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9738,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6827,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9612,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7564,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6876,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7618,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6397,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3773,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1308
