"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1756,0,0,0,0,0,0,0.1854,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1924,0,0
"A_Cmpn",0,0,0.1646,0,0,0,0,0,0,0,0.1646,0,0,0,0,0,0,0,0
"A_Rspct",0.149,0,0,0.1509,0,0,0.1555,0,0,0,0.1621,0,0,0,0,0,0,0.16,0
"N_Depr",0.081,0,0,0,0.0895,0,0,0.0916,0,0.0801,0,0,0,0,0,0,0,0.0736,0
"N_Anxty",0,0,0,0,0,0.1753,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1439,0,0,0,0,0.1473,0,0,0.1465,0,0.1488,0,0
"C_Prdctv",0,0.1481,0,0.1433,0,0,0,0.1537,0,0,0,0,0.1435,0.1401,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.1991,0,0.1829,0,0.1913,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
