"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0098,0,0,0,0,0,0,0,0,0,0.5441,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1406,0,0,0,0,0,0,0,0,0,0,0,-0.3015,0,0,0,0,0
"A_Cmpn",0,0,0.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2135,-0.2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.3004,0,0,0,-0.3053,0,0,0,-0.2239,0,0,0,0,0,-0.3566
"N_Anxty",0,0,0,0,0,0.0171,0,0,0,0,0,0,0,0,0,0.2941,0,0,0
"N_EmoVol",0.2237,0,0,0,0,0,0.0102,0,0,0,0,0,0,0.4715,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0254,0,0,0,0,0,0,0.2492,0,0,0.5519,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2022,0,0,0,0,0,0,-0.3374,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
