"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1255,0,0,0
"E_EnerLev",0,0.1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1249,0
"A_Cmpn",0.13,0,0.1208,0,0,0,0.1229,0,0,0.1175,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1183,0,0,0.1216,0,0.1157,0,0,0,0,0.108,0,0,0,0,0
"N_Depr",0,0,0,0,0.1274,0,0,0,0,0,0,0,0,0,0,0,0,0.1277,0
"N_Anxty",0,0,0,0,0,0.1211,0,0,0,0,0,0,0,0.1203,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1282,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1305,0,0,0,0,0,0,0,0.1311,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1263,0,0,0,0,0,0,0.1261,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
