"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2704,0,0,0,0,0,0,0,0,0,0,0.2725,0.3435,0,0,0,0,0,0
"E_EnerLev",0,0.0404,0,0,0,0,0,0,0,0,0,0,0,-0.4304,0,0,0,0,0
"A_Cmpn",0,0,0.0239,0,0,0,0,0,0,0,0,0,0,-0.3362,0,0,0,0,-0.2576
"A_Rspct",0,0,0,-0.1507,0,0,0,0,0,0,0,0,0,-0.3546,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1929,0,0,0,0,0,0,0,0,0,0,0.4371,0,0,0
"N_Anxty",0,0,0,0,0,-0.0575,0,0,0,0,0,0,0,0.3194,0,0,0,0,0.5158
"N_EmoVol",0,0,0,0,0,0.2157,-0.0394,0,0,0,0,0,0,0,0,0,0,-0.4098,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0564,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1535,0,0,0,0,0,0,0,0.5079,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
