"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.127,0,0,0,0,0,0,0,0.3016,0,0.5029,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1142,0,0,0,0,0,0,0,0,0,0.3345,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1481,0,0,0,0,0,0,0,-0.3697,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.043,0,0,0,0,0,0,0,0,0,0,-0.3497,0,0
"N_EmoVol",0,0,0,0,0,0,0.112,0,0,0,0,0,0,0.3681,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.2134,0,0,0,0,0,-0.4367,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1084,0,0,0,0,0,0,-0.4617,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
