"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0229,0,0,0,0,0,0,0,0.5981,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1446,0,0,0,0,0,0,0,0,0,0,-0.6548,0,0,0,0,0
"A_Rspct",0,0,0,-0.2626,-0.5225,0,0,0,0,0,0.7777,0,0,0,0,0,-0.4712,0,0
"N_Depr",-0.9014,1.2779,0.1718,-0.3324,-0.8462,0.1753,0.5359,-0.5661,0,-0.7357,0.2975,0.4568,-0.8779,0,0,0,0.5029,0,1.151
"N_Anxty",-0.2626,0,0,0,0.6157,-0.0772,-0.605,0,0,0,0,0,0,0.7082,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.036,0,0,0,0,0,0,0.6845,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1003,0,0,0,0,0,-0.9191,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1959,0,0,0,0.4716,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
