"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.129,0,0,0,0,0,0,0,0,0,0.1322,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1343,0,0.1364,0,0,0.1365,0,0,0,0,0,0,0,0,0,0.2005,0,0
"A_Cmpn",0,0,0.1329,0,0,0,0.1318,0,0,0.1311,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1184,0,0,0,0,0,0,0,0,0,0.1309,0,0,0,0.1286,0
"N_Depr",0,0,0,0,0.1265,0,0,0,0,0,0,0.1246,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1159,0,0,0,0,0,0,0,0,0,0.108,0,0,0.1178
"N_EmoVol",0,0,0,0,0,0,0.1158,0,0,0,0,0,0,0.1188,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1816,0,0,0.4418,0,0,0.2259,0,0,0,0,0.2534
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1091,0,0,0,0,0,0.1085,0,0.1084,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
