"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1693,0,0,0,0,0,0,0,0.5182,0,0,0,0,0,0,0,0,0
"A_Cmpn",-0.3395,0,-0.1793,0,0,0,0,0,0,0,0.5152,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1121,0,0,0.2663,0,0,-0.4125,0,-0.3259,0,0.9033,0,0,0,0
"N_Anxty",0,0,0,0,-0.5682,0.5691,0,0,0,0,0,0,0,-0.7489,0,0,0,0,0.7799
"N_EmoVol",0,0,0.3033,0,0,0,-0.0411,0,0,0,0,0,0,0,0.3991,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0541,0,0,0.347,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.0917,0,0,0,0,0,0,0,0.4655,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
