"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.0065,0,0,0,-0.3748,0.4981,0,0.3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3355,0.8576,0,0,0,0,0,0
"A_Rspct",0,0.1257,0,0.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.769,-0.3603,0,0
"A_Trust",0,0,0.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5002,0,0,0,0
"C_Org",0,0,0,-0.1637,-0.5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1443,0,0,0,0,0,0,0,0,0,0,-0.5245,0,0.4243,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.3148,0.2057,0,0,0,-0.3771,0.2259,0,0,-0.4183,0,0,0.6038,0,0,0,0,0,-0.5152,0.3132,0,0,0,0,-0.2826,0,-0.3913,0,0,0
"E_Assert",0,0,-0.3509,0,0,0,0.1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2825
"E_EnerLev",0,0,0.3502,0,-0.2242,0,0,0.0171,0,0,0,0,0,0,0,0,0.5665,0,0,0,0,0,0,0.3328,0,0,0,0,0,0
"E_Scblty",-0.4097,0,0,0,0,0,0,0,0.3205,0,0.2928,0,0,0,0,0,0,0,0,0.6862,0,0.2538,0,0,0,0,-0.3834,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.0253,0,0,0,-0.4429,0,0,0,0,0,0,0,0,0,0,0,0.5133,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",-0.4272,0,0,0.2269,0,0.1792,0,0.1882,0,0,0.4421,-0.0364,0.1194,0,0,-0.2758,0,0,0.3925,0.1482,0,0.2662,0.1834,0,0,0.7939,0,-0.2114,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331,0,0,0,0,0,0,0,0,0.3311,0,0,-0.3315,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
