"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.8762,0.0204,0.3784,0.2241,0.0517,0.2459,0.0835,0.0219,-0.0598,-0.4103,-0.1019,-0.2279,0.3151,0.042,0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0204,0.8549,0.2104,0.0548,0.3271,0.3938,0.1925,0.0986,0.0657,-0.3145,-0.2262,-0.3915,-0.1739,0.3288,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3784,0.2104,0.905,0.0029,-0.1051,0.0764,-0.0425,-0.0385,-0.4908,-0.3104,0.0014,-0.4452,0.0861,-1e-04,-0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2241,0.0548,0.0029,0.9894,0.2754,0.4065,0.3356,0.3168,-0.03,-0.2296,-0.3719,0.0229,-0.0257,0.1001,0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0517,0.3271,-0.1051,0.2754,0.963,0.4627,0.4864,0.2689,0.2212,0.0191,-0.2317,-0.0659,-0.0516,0.2093,0.1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2459,0.3938,0.0764,0.4065,0.4627,0.968,0.1873,0.1741,-0.083,-0.1986,-0.2621,-0.1242,0.2198,0.3056,0.1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0835,0.1925,-0.0425,0.3356,0.4864,0.1873,0.936,0.4604,0.1198,-0.0819,-0.2578,-0.1127,-0.2549,0.2547,0.6548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0219,0.0986,-0.0385,0.3168,0.2689,0.1741,0.4604,0.9932,0.4548,-0.1852,-0.5116,-0.1809,-0.1926,0.3822,0.5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0598,0.0657,-0.4908,-0.03,0.2212,-0.083,0.1198,0.4548,0.933,0.0257,-0.2881,0.0676,-0.0538,0.2792,0.2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.4103,-0.3145,-0.3104,-0.2296,0.0191,-0.1986,-0.0819,-0.1852,0.0257,0.9873,0.5032,0.5934,-0.0152,-0.3054,-0.2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
