"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2726,0,0,0,0,0,0
"A_Rspct",0,0.1459,0,0,0.1345,0.1617,0,0.1618,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1318,0,0,0,0,0,0,0,0.1812,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0.2033,0,0,0,0,0
"C_Org",0,0,0.1765,0.1478,0,0,0,0,0.1684,0.1835,0,0.1561,0.1617,0,0,0,0.1802,0,0,0.1827,0.1591,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.2121,0,0,0.2315,0,0,0,0,0,0,0,0.3703,0,0,0,0,0,0.2795,0,0,0,0,0.3015,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1467,0,0,0,0,0,0,0.1242,0.1714,0,0.1358,0.1143,0.1233,0,0,0,0,0.1215,0,0,0,0,0,0,0
"E_Assert",0,0.1418,0,0.1294,0,0,0.1321,0,0,0,0,0,0,0,0,0,0,0,0.1507,0,0,0,0,0,0,0,0,0,0,0.132
"E_EnerLev",0,0,0,0,0,0.1144,0,0.1272,0,0.1019,0,0,0.0986,0,0,0,0.1038,0,0.0985,0,0,0,0,0.099,0,0,0,0,0,0
"E_Scblty",0,0,0,0.2103,0.1984,0,0.2283,0,0.1751,0,0.1828,0,0.1397,0.2551,0,0.3027,0.1375,0.1644,0,0.2591,0,0.1677,0,0,0.2076,0.1336,0.1496,0,0.1532,0.1916
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1014,0.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1302,0,0,0,0.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0.145,0,0,0,0.1541,0,0,0.1455,0,0,0.1385,0,0,0,0,0,0,0.1625,0,0,0,0,0,0.1417,0.1522,0,0,0.1281,0
"O_AesSens",0.1424,0,0.111,0.1084,0,0.1375,0,0,0,0,0,0.112,0.114,0,0,0.1314,0,0,0,0,0.1317,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0.1027,0,0,0,0,0,0,0.1089,0,0.1114,0.0999,0,0,0,0,0.0945,0.1059,0,0,0,0,0,0,0.0998,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0,0,0,0.1772,0,0,0,0,0,0,0,0,0,0.1897,0
