"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.125,0,0,0.1211,0,0,0,0,0,0,0,0,0,0.1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1141,0
"A_Rspct",0,0.1274,0,0.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0.1252,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1387,0,0.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.1247,0,0,0,0,0.1125,0,0,0.1086,0,0,0,0,0.1236,0,0.1133,0,0,0,0,0,0,0,0,0.1052,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1154,0,0.1185,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1154
"E_EnerLev",0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,0,0,0,0,0,0.1113,0.1122,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1235,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0.0952,0,0,0,0,0,0,0,0.0987,0,0.094,0,0,0,0,0,0,0,0,0.0996,0.1124,0,0.1017,0,0.0936,0,0.0943,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0.1186,0,0.114,0,0,0,0,0,0,0,0,0.1196,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
