"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1764,0,0,0,0,0,0.2927,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5479,0,0,0,0
"A_Trust",0,0,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0.5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3165,0,-0.459,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4215,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1442,0.3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5213,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,-0.0753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3403,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0.3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4199,0,0,0,0
"N_Anxty",0,0,0,0,0,0.3333,0,0,0,0.3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4775,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.0671,0,0,0,0,0,0,0,0,0,-0.3208,0,0,0,0.4862,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.1175,0,0,0,0,0,0,0,0,-0.5474,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0.3559,0,0,0,0,0,0,0,0,0,0.1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,0.3945,0,0,0,0,0,0,0,0,0,0,0
