"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1296,0.1359
"A_Trust",0,0,0.0933,0,0,0.0887,0,0,0,0,0,0,0,0,0.0911,0.0972,0.0901,0,0,0,0,0,0.0908,0,0,0,0,0,0,0.093
"C_Org",0,0,0,0.1017,0,0,0,0,0.1029,0,0,0,0,0,0,0.1107,0,0,0,0.1011,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3186,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.2415,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0.5397,0,0.2635,0.3058,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1142,0,0.114,0,0,0.1115,0,0.1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1109
"E_EnerLev",0,0,0,0,0,0,0,0.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1715,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0.1181,0,0,0,0,0,0,0,0.1154,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1201,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0.1041,0,0,0,0,0,0,0,0,0.1022,0,0,0,0.1027,0,0.1014,0.0922,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0.1291,0,0,0,0,0,0,0,0,0.1263,0,0,0,0.1325,0,0,0.1485,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0.1295,0,0,0,0.1221,0.1272,0,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
