"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1121,0,0,0,0,0,0.1129,0,0,0,0.1244,0,0,0,0,0,0,0.1175,0,0,0.1579,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1235,0,0,0,0,0,0
"A_Trust",0,0,0.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0
"C_Org",0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0.1181,0,0,0,0,0,0,0,0,0.1272,0,0,0,0,0
"C_Prdctv",0,0,0.1362,0,0.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1576,0,0,0.2041,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1541,0,0,0,0,0,0,0,0,0,0.2999,0,0,0,0.1854,0,0,0,0,0,0,0,0,0.1642,0
"E_Assert",0,0,0,0,0,0,0.1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1153,0,0,0,0,0,0.1136,0,0,0,0,0,0,0,0,0,0,0.1125,0,0,0,0,0.145,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0.1872,0,0,0.1752,0,0,0,0,0,0,0,0,0,0,0,0,0.2523,0.3879,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1287,0,0,0,0,0.1095,0,0,0,0,0,0.1222,0,0,0,0,0,0.1265,0,0,0
"N_Depr",0.1049,0,0.1075,0.1119,0,0,0,0,0,0,0.0977,0,0.0977,0,0,0,0,0,0,0.1156,0,0,0,0,0,0,0,0.0912,0,0
"N_EmoVol",0,0,0,0,0,0,0.0932,0,0,0,0,0.0942,0,0,0,0,0,0,0,0.0964,0,0,0,0,0,0.0978,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0.148,0.1479,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1307
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0.1171,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1254,0
