"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9874,0.3076,0.1738,0.2304,0.0799,0.1605,0.1601,0.3413,0.3442,-0.3185,-0.184,-0.1976,0.0858,0.0244,0.1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3076,0.9998,-0.1966,-0.0675,-0.0398,0.0156,0.1239,0.0415,0.0794,-0.0638,-0.1481,-0.035,-0.1611,-0.1444,-0.0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1738,-0.1966,0.9921,0.1945,-0.1959,-0.1493,-0.0413,0.1586,-0.0779,-0.1002,-0.1835,-0.1629,0.1323,0.1363,0.0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2304,-0.0675,0.1945,0.9767,0.3738,0.4244,0.1126,0.2585,0.134,-0.0743,-0.2217,-0.1495,-0.2039,0.1765,0.1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0799,-0.0398,-0.1959,0.3738,0.9948,0.4116,0.3468,0.3714,0.441,-0.117,-0.3305,-0.1176,-0.0428,0.0705,0.3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1605,0.0156,-0.1493,0.4244,0.4116,0.9163,0.1866,0.1481,0.0969,-0.0702,-0.1321,-0.1054,-0.1458,0.1598,0.0486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1601,0.1239,-0.0413,0.1126,0.3468,0.1866,0.9721,0.1869,0.4234,-0.147,-0.2952,0.054,0.122,-0.0011,0.0928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3413,0.0415,0.1586,0.2585,0.3714,0.1481,0.1869,0.9738,0.5618,-0.2416,-0.2097,-0.0993,-0.105,0.1789,0.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3442,0.0794,-0.0779,0.134,0.441,0.0969,0.4234,0.5618,0.9994,-0.223,-0.3574,0.0842,0.1264,0.1526,0.3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3185,-0.0638,-0.1002,-0.0743,-0.117,-0.0702,-0.147,-0.2416,-0.223,0.9533,0.4865,0.5673,-0.1506,-0.049,-0.0859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.184,-0.1481,-0.1835,-0.2217,-0.3305,-0.1321,-0.2952,-0.2097,-0.3574,0.4865,0.9998,0.3018,0.037,-0.3073,-0.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1976,-0.035,-0.1629,-0.1495,-0.1176,-0.1054,0.054,-0.0993,0.0842,0.5673,0.3018,0.9937,-0.1934,0.0756,0.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0858,-0.1611,0.1323,-0.2039,-0.0428,-0.1458,0.122,-0.105,0.1264,-0.1506,0.037,-0.1934,0.964,7e-04,-0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.0244,-0.1444,0.1363,0.1765,0.0705,0.1598,-0.0011,0.1789,0.1526,-0.049,-0.3073,0.0756,7e-04,0.9396,0.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.1993,-0.0685,0.0535,0.1712,0.3007,0.0486,0.0928,0.3167,0.3021,-0.0859,-0.0725,0.1037,-0.0085,0.1259,0.9987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8854,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9872,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8052,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6465,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6465,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0
