"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.4602,0.2526,0,0.352,0.4255,0,0,0,-4e-04,0,0.3175,0,0.1403,0,0.1669,0,0,0.6015,0,0.2564,0,0.5531,0,0,0,0.2957,0,0,0,0
"A_Rspct",0,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2406,0,0,0,0,0,0,0,0,0,0.4926,0
"A_Trust",0,0,-0.3036,0,0,0,0,0,0,0,0,0,-0.3024,0,0,0,0,0,0,0,0,0,0,0,0,-0.3342,0.3626,0,0.4509,0
"C_Org",0,0,0,0.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8717,0,-0.6513,0,1.1516
"C_Prdctv",0,0,0,0,0.2524,0,0,0,0,0,0,0,0,-0.376,0,0,0,0,0,0,0,0,0.5142,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.6196,0,0,0,0,0,0,0,0,0.4784,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1731,0
"E_Assert",0,0,0.3333,-0.4474,-0.4435,0.6341,0.2151,0,-0.3703,0,-0.2227,0,0,-0.2047,0,0,0,0,0.3912,-0.2993,0,0,0,0.4525,0,0,0,0,0,0
"E_EnerLev",0,-0.2501,0,0,0,0,0.2405,-0.2926,0,0,0,0.5698,0,0.5115,-0.2045,0,0,0,0,0,0,0,0,0.3194,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0.4781,-0.1894,0,0.6607,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4572,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0167,0,0,0,0,0,0.3064,0,0,0,0,0,0,-0.3644,0,0,0,0,-0.6202,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.4091,0,0,0,0,0,0,0,-0.7731,0.6194,0,0,-0.8381,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.2742,0,0,0,0,0,0,0.6287,-0.3431,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0.6336,0.2195,-0.1928,-0.6765,-0.4142,0.2652,-0.0648,-1.2425,-0.2146,-0.4836,-0.3332,0,-0.0124,0.4852,0.782,0,0.2057,0,-0.5579,0.3149,0,0,0,0.4223,0.8158,-0.0517,0,0,0.49,0
"O_CrtvImag",-1.8597,-0.7627,1.4752,0,1.4843,0,0,-1.6693,0,0,0,-1.2932,-0.647,1.5184,0,-0.7407,-1.9368,0,3.3618,0,-3.5111,-1.6217,3.2977,0,0,0,0,1.4154,0,-1.1503
"O_IntCur",0.7884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5006,0,0,0,-0.674,0.6117,0,0,0,0,0,0,0,0,0,0
