"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.2293,0.3975,0.2253,0.2298,0.3413,0.3579,0.3074,0.4654,-0.0273,-0.1241,-0.2359,0.1369,0.4972,0.3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2293,1,-0.0849,0.473,0.2489,0.3021,0.3987,0.5657,0.5772,-0.1512,-0.3667,-0.2147,-0.0746,0.4325,0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3975,-0.0849,1,0.2109,0.1308,0.3722,0.1432,0.1187,0.2303,-0.1975,-0.3558,-0.337,0.3098,0.2125,0.2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2253,0.473,0.2109,1,0.2928,0.2924,0.2163,0.2671,0.3137,-0.2939,-0.2895,-0.1081,0.0906,0.0239,-0.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2298,0.2489,0.1308,0.2928,1,0.3357,0.1562,0.3919,0.1567,-0.102,-0.1266,-0.2493,-0.248,0.2383,0.2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3413,0.3021,0.3722,0.2924,0.3357,1,0.0868,0.4163,0.2427,-0.2873,-0.2012,-0.1717,0.0331,0.3126,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3579,0.3987,0.1432,0.2163,0.1562,0.0868,1,0.3663,0.3396,-0.03,-0.3924,-0.0633,0.0843,0.3095,0.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3074,0.5657,0.1187,0.2671,0.3919,0.4163,0.3663,1,0.463,-0.2531,-0.3359,-0.0542,-0.0177,0.5369,0.4238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.4654,0.5772,0.2303,0.3137,0.1567,0.2427,0.3396,0.463,1,-0.2752,-0.4009,-0.2854,0.1694,0.5004,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0273,-0.1512,-0.1975,-0.2939,-0.102,-0.2873,-0.03,-0.2531,-0.2752,1,0.1405,0.4402,0.001,-0.0765,0.0461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
