"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1328,0,0,0.1435,0,0,0,0,0,0,0.1301,0.1461,0,0,0,0,0,0,0.1436,0.1646,0,0,0,0.1475,0,0.1354,0,0,0,0
"A_Rspct",0,0.1143,0,0.1185,0,0,0,0,0.1215,0,0,0.1239,0,0,0.1462,0,0,0,0,0,0,0,0,0,0.1395,0,0,0,0,0
"A_Trust",0,0.092,0.0951,0,0,0,0,0,0,0,0.0955,0,0,0.0973,0,0.0947,0,0,0,0.0926,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1004,0.1342,0,0,0.0915,0,0,0,0,0,0.0962,0,0,0.0981,0,0,0.1005,0,0.1364,0,0,0.0948,0,0,0,0,0.1105
"C_Prdctv",0,0,0,0,0.1327,0,0,0,0,0,0,0.127,0.1305,0,0,0,0,0,0,0,0.1478,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.2272,0,0,0.2225,0,0.2306,0,0,0,0,0,0,0,0.2248,0,0,0,0,0,0,0,0,0.2492,0,0,0,0,0,0.3367,0
"E_Assert",0,0,0.0723,0.0719,0.0607,0,0.0628,0,0.063,0.0577,0,0,0.0609,0,0,0,0,0.072,0,0,0.0667,0,0,0,0,0,0,0,0,0.0628
"E_EnerLev",0,0.1318,0,0,0,0,0,0.1287,0,0.1334,0,0,0,0,0,0,0.1313,0,0,0,0,0,0,0.1282,0.132,0,0,0,0,0
"E_Scblty",0.0981,0,0.114,0.0947,0,0.0952,0.076,0,0.142,0,0.0788,0.0813,0.0676,0.112,0.0789,0.1521,0.1063,0.1409,0.0834,0.1221,0.0532,0.0753,0.0906,0,0.1065,0.0609,0,0.0672,0,0.0648
"N_Anxty",0,0,0,0,0.1271,0,0.1291,0.1338,0,0.1277,0,0,0.1243,0,0.1383,0,0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0.1489,0,0,0,0.1467,0,0,0,0,0,0,0,0,0.1613,0,0,0.1534,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1274,0.1191,0,0,0,0.1393,0.1148,0,0,0,0.1425,0.1202,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1962,0,0,0,0,0,0,0,0.2795,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0.1227,0,0.142,0,0,0,0.1399,0,0.1395,0,0,0,0.1355,0.1505,0,0,0,0,0.1715,0.1442,0.1585,0,0.1606,0,0,0.1671,0.1661,0,0.1838
"O_IntCur",0.0866,0.0811,0,0,0.0775,0,0,0,0,0,0.0756,0.1102,0.0814,0,0.0841,0,0.1193,0,0.0852,0.0865,0,0,0,0.0876,0.0761,0,0.0844,0.0863,0,0
