"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",-0.1764,0.2857,0,0,0,-0.4472,0,0,-0.5037,0,-0.3463,0,0.3472,0,0.3543,0,0,0.4133,0,0,0,0,0,0.2787,-0.3753,0,0,0.6949,0,0
"A_Rspct",0,-0.591,0,-0.1858,0.794,-0.2523,-0.4301,0,0,-0.5484,0,0.508,0,0,0,0,0,0.8126,-0.1095,0.3425,0.1533,0.1987,-0.4925,0.9813,-0.17,0,0,-0.4957,0.274,0
"A_Trust",0,0,0.2274,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2573,0,0,-0.6129,0,0,0
"C_Org",0,0,0,-0.0286,0,0,-0.6755,0,0,0,0,0,0,0,0.8136,0,0,0,0,0,1.0148,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3881,0,0,0,0,0,0
"C_Rspnbl",0,-0.6099,0.6309,0,0.8983,-0.3442,0,-0.5233,0.2862,-0.5426,0,0.3423,0,0,0,0.419,0,0,-0.4173,0.4627,0,0,0,0,0,-0.3574,0,0,0.6179,0
"E_Assert",0.0705,0,0.6326,0.1263,0.0949,0.1627,-0.0957,-0.4033,0.3071,0.1044,-0.4771,0.2047,0,-0.1513,0.4864,0.1798,0.2642,-0.248,-0.1962,0.1792,-0.1075,0,0.5719,-0.2448,0,0.5129,-0.3795,0,0,0.6504
"E_EnerLev",0,-0.3414,-0.4443,0,0,0,0,0.3306,-0.4145,0,0.6841,-0.3977,0,0.3309,0,0,0,0,0,0,0,0.7033,0,0,0,0,0,0,0,0
"E_Scblty",0,1.0486,0,0,0,0,0,0,0.4532,0,-1.5451,0,0,0,-1.1262,0,0,0,-1.6759,0,0,0,2.8365,0,0,0,0,0,-2.7661,0
"N_Anxty",0,0,0,0,-0.6149,0,0.3519,-0.3369,0,-0.3878,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4533,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.451,0,-0.2318,0,0,0,0,0,0,0,0,0,-0.6648,0,0.5169,0,0,0,0,0
"N_EmoVol",0,0,0,0.29,0.4386,0,-0.364,-0.5188,0,0,0.3334,0.0129,0,0,0.6916,0,0,0,0,0,0,0,0,0,0.7414,0,0,0,0.3477,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0344,0,0,-0.6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4234,-0.593,0,1.1049,0,0,0,0,0,0,0.8117,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
