"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4411,0,0,0.4725,0,0,0,0,-0.4146,0,0,0,0,0,0,0
"A_Rspct",0,0.0355,0,0,0,0,0,0.3276,0,0,0,0,-0.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3315,0
"A_Trust",0,0,-0.2356,0,0,0,0,0.719,0,0.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0.2036,0,0,0.4374,0,-0.6387,0,0.5541,0,0,0,0,0.2658,0,0,0,0,0,0,0,0,-0.7884,0,0,0,0,0,-0.2554,-0.2488,0.4195
"C_Prdctv",0,0,0,0,-0.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6964,0,0,0,0,-0.7709,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.3576,0,0,0,0,-0.3144,0,0,0,0,0,0,0.3218,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3779,0,0,-0.8255,0,0,0
"E_EnerLev",0,0,-0.3631,0,0,0,0,0.2053,0,0.3762,0,0,0.3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2309
"E_Scblty",0,0,0,0,0,0,0,0,0.0862,0,0,0,0.3437,0,0,0,0,0.5524,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.3413,0,0,0,0.4124,-0.6242,0,0,0,0,0,0,0,0,-0.4694,0,0,0,0,0.2781,0
"N_Depr",-0.8685,0,0,0,0,0.0944,0,0,0,0,0.2525,0,0,-0.3368,0.2873,0,0.4021,0,0,0,0,0,0,0,0,0,0.9792,-0.7249,0,0
"N_EmoVol",-0.2166,-0.8663,0,-0.4746,1.1773,0,0.5718,0.1735,-0.1525,0.338,0.9923,0.0402,0,0.7857,0,0,0,-0.2469,-0.9258,1.6452,0.3914,0.4013,0,0,1.1885,-0.1312,0,-0.1978,-0.4143,0
"O_AesSens",-0.6042,0,0,0,0,0,0,0,0,0,0,0,-0.0253,0,0,0,0,-0.3992,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0.5995,-0.4588,0,0,0,0,0,0,0,0,-0.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,-0.3615,0,0,0,0,0,0,0,0.4856,0.3923,0,0,0.1545,0,0,0,0,0,0,0,0,0,0,0
