"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.0149,0,0,0,0,-0.3428,0,0,0,-0.235,0,0,0,0,0,0,0,0.2824,0,0,0.2182,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3083,-0.25,0,0
"A_Trust",0,0,-0.1633,0,0,0,0,0,0,0,-0.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2761,0,0,0
"C_Org",0,0,0,-0.0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4868,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.087,0,0,0,0,0,0,0,0,0.3373,0,0,0,0,0.3189,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.2297,0,0,0,0.3161,0,-0.1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.3453,0,0,0.2746,0,0,-0.1077,0,0,0,0,0,0,0,0,0,0.3433,0.253,0,0,0,0,0,0,-0.2034,0,0,0,0
"E_Scblty",0.3249,0,0,0,0,0,0,0,-0.0151,0,0,0,0,0,0,0,0,0,0,0,0,0.3484,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,-0.2638,0,-0.209,0,0,0,0.2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3967,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.2696,0,0,0,0,0,0,0,0,0,0,0,0,-0.2907,0,0,0.263,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,-0.3923,0,0,0,-0.0382,0,0.2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0.3536,0,0,0,0,0,0,0,0,0,0,0,-0.0999,0,0,0,0,0.2786,0,0.2571,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0.3276,0,0,0,0,0,0,0,0,0,0,-0.1997,0,0,0,0,0,0,0,0,0.3121,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,-0.3387,0,0,0.1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
