"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5013,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2529,0,0,0,0,0,0,-0.4738,0,0,0,0
"C_Org",0,0,0,-0.151,0,0.3952,0,0,0,0,0,0,0,0,0,0.4557,0,0,0,0,0,0,0,-0.3088,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4221,0,0,0,0,0,0.2743,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0358,0,0,0,0,0,-0.3028,0,0,0,0.4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4511,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.2299,0,0,0,0,0,0,0,0,0,0,0,0.7893,0,0,0,0,0,0.7962,0,0,0.8238,0
"E_Scblty",0.48,0,0,0,0,0,0,0,0.1405,0,0,0,0,0,0,0,0,-0.4164,0,0,0,0,0.5961,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0854,0,0,0,-0.2808,0,0,0,0,0,0,0,0,0,0,0,0.5159,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.4938,0,0,0,0.5901,0,0,0,0,0,0,0,-0.7455,-0.5555,0,0,0,0,0,0
"N_EmoVol",0,0,-0.2857,0,0,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4525,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,-0.5634,0,0,0.0471,0,0,0,0,0,0,0,0,0,0,0,0.4475,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1169,0.4162,0,0,0,0.3553,-0.3485,0,0,0,0,0,0,0,0.3197,0
