"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1196,0,0,0,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1204,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1337,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0.114,0.1167,0,0,0,0,0,0,0.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1315,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.1243,0,0,0.1133,0,0,0,0,0,0,0,0,0,0,0,0,0.1252,0,0,0,0,0,0,0,0,0,0,0,0.1151
"C_Rspnbl",0,0,0,0,0,0.1046,0,0,0.1035,0,0,0,0,0.1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1252,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0.128
"E_EnerLev",0,0,0,0,0,0,0,0.1103,0.1104,0,0,0,0,0,0,0,0,0,0,0.1098,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.1333,0,0,0,0.1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.1128,0,0,0,0,0,0,0.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1123,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1343,0,0,0,0,0,0,0,0,0,0,0.1233,0,0,0,0
