"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9706,0.3556,0.55,-0.1387,-0.0417,0.0645,-0.0537,0.0537,0.2014,-0.1542,-0.2081,-0.208,-0.127,-0.2162,0.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3556,0.9933,0.0872,-0.0054,-0.0522,0.2089,0.2497,0.2843,0.1651,-0.085,0.0333,0.1166,-0.0955,0.027,0.1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.55,0.0872,0.9873,0.2946,-0.0918,-0.0588,-0.2082,-0.0484,-0.1144,-0.0816,-0.3011,-0.338,0.0333,-0.2888,0.3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1387,-0.0054,0.2946,0.9682,0.1023,-0.018,0.0721,-0.0033,0.0573,-0.0516,-0.1939,-0.0363,0.1047,0.1222,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0417,-0.0522,-0.0918,0.1023,0.9538,0.4841,0.1242,0.2256,0.2016,-0.0733,-0.1708,0.1434,0.1777,0.1936,0.2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0645,0.2089,-0.0588,-0.018,0.4841,0.9997,0.1318,0.3507,0.3029,-0.0787,0.1747,0.13,-0.0606,0.3604,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0537,0.2497,-0.2082,0.0721,0.1242,0.1318,1,0.3099,0.2939,-0.1573,0.0161,-0.2569,0.0165,0.1882,0.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0537,0.2843,-0.0484,-0.0033,0.2256,0.3507,0.3099,0.9923,0.4248,-0.3346,0.3153,0.0153,0.0163,0.3241,0.2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2014,0.1651,-0.1144,0.0573,0.2016,0.3029,0.2939,0.4248,0.9957,-0.132,-0.2138,-0.1373,0.2487,0.0147,0.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1542,-0.085,-0.0816,-0.0516,-0.0733,-0.0787,-0.1573,-0.3346,-0.132,0.9948,-0.0291,-0.1948,-0.0213,-0.1692,-0.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2081,0.0333,-0.3011,-0.1939,-0.1708,0.1747,0.0161,0.3153,-0.2138,-0.0291,0.9751,0.1948,-0.1126,0.2235,-0.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.208,0.1166,-0.338,-0.0363,0.1434,0.13,-0.2569,0.0153,-0.1373,-0.1948,0.1948,0.9999,-0.0621,0.0989,-0.4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.127,-0.0955,0.0333,0.1047,0.1777,-0.0606,0.0165,0.0163,0.2487,-0.0213,-0.1126,-0.0621,0.9464,0.0792,0.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.2162,0.027,-0.2888,0.1222,0.1936,0.3604,0.1882,0.3241,0.0147,-0.1692,0.2235,0.0989,0.0792,0.9216,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.2843,0.1397,0.3447,0.27,0.2968,0.097,0.3168,0.2631,0.3399,-0.1294,-0.1725,-0.4362,0.2433,0.0494,0.9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3958,0,0,0,0,0,0,0,0,0,0,0,0,0
